,Unnamed: 0,Unnamed: 0.1,timestamp,mac,boardtype,boardid,temp_max,temp_min,temp_avg,light_max,light_min,light_avg,humidity_min,humidity_max,humidity_avg,model,latitude,longitude,elevation,location,rowid,Position,cluster_label,sensor_status
15,16,406,12/16/2014 06:30:00 AM,0013a20040b315ec,1,501,19.7,19.7,19.7,94.5,94.5,94.5,41.7,41.7,41.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216063000,,1,ON
16,17,413,12/16/2014 06:40:00 AM,0013a20040b315ec,1,501,20.3,20.3,20.3,95.5,95.5,95.5,37.7,37.7,37.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216064000,,1,ON
17,18,421,12/16/2014 06:55:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216065500,,1,
18,19,429,12/16/2014 07:05:00 AM,0013a20040b315ec,1,501,21.6,21.6,21.6,97.9,97.9,97.9,32.4,32.4,32.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216070500,,1,ON
19,20,436,12/16/2014 07:15:00 AM,0013a20040b315ec,1,501,20.6,20.6,20.6,97.9,97.9,97.9,35.8,35.8,35.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216071500,,1,ON
20,21,444,12/16/2014 07:25:00 AM,0013a20040b315ec,1,501,21.0,21.0,21.0,98.0,98.0,98.0,35.4,35.4,35.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216072500,,1,ON
21,22,452,12/16/2014 07:35:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216073500,,1,
22,23,459,12/16/2014 07:45:00 AM,0013a20040b315ec,1,501,19.4,19.4,19.4,96.6,96.6,96.6,34.1,34.1,34.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216074500,,1,ON
23,24,466,12/16/2014 07:55:00 AM,0013a20040b315ec,1,501,17.4,17.4,17.4,92.2,92.2,92.2,35.8,35.8,35.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216075500,,1,ON
24,25,473,12/16/2014 08:05:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,94.6,94.6,94.6,37.7,37.7,37.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216080500,,1,ON
25,26,481,12/16/2014 08:15:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,89.8,89.8,89.8,37.1,37.1,37.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216081500,,1,ON
26,27,487,12/16/2014 08:25:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216082500,,1,
27,28,495,12/16/2014 08:35:00 AM,0013a20040b315ec,1,501,17.1,17.1,17.1,91.3,91.3,91.3,31.1,31.1,31.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216083500,,1,ON
28,29,503,12/16/2014 08:45:00 AM,0013a20040b315ec,1,501,17.1,17.1,17.1,92.2,92.2,92.2,31.9,31.9,31.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216084500,,1,ON
29,30,509,12/16/2014 08:55:00 AM,0013a20040b315ec,1,501,17.1,17.1,17.1,88.2,88.2,88.2,33.3,33.3,33.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216085500,,1,ON
30,31,516,12/16/2014 09:05:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216090500,,1,
31,32,523,12/16/2014 09:15:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,75.8,75.8,75.8,28.6,28.6,28.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216091500,,1,ON
32,33,530,12/16/2014 09:25:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,72.5,72.5,72.5,26.4,26.4,26.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216092500,,1,ON
33,34,537,12/16/2014 09:35:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,56.1,56.1,56.1,29.4,29.4,29.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216093500,,1,ON
34,35,545,12/16/2014 09:45:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216094500,,1,
35,36,551,12/16/2014 09:55:00 AM,0013a20040b315ec,1,501,15.8,15.8,15.8,12.1,12.1,12.1,32.5,32.5,32.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216095500,,1,ON
36,37,558,12/16/2014 10:10:00 AM,0013a20040b315ec,1,501,15.5,15.5,15.5,2.9,2.9,2.9,31.4,31.4,31.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216101000,,1,ON
37,38,565,12/16/2014 10:20:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216102000,,1,
38,39,572,12/16/2014 10:30:00 AM,0013a20040b315ec,1,501,14.5,14.5,14.5,1.2,1.2,1.2,33.5,33.5,33.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216103000,,1,ON
39,40,578,12/16/2014 10:40:00 AM,0013a20040b315ec,1,501,14.8,14.8,14.8,1.2,1.2,1.2,33.2,33.2,33.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216104000,,1,ON
40,41,586,12/16/2014 10:50:00 AM,0013a20040b315ec,1,501,14.5,14.5,14.5,1.2,1.2,1.2,34.4,34.4,34.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216105000,,1,ON
41,42,593,12/16/2014 11:00:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216110000,,1,
42,43,599,12/16/2014 11:10:00 AM,0013a20040b315ec,1,501,13.9,13.9,13.9,1.2,1.2,1.2,35.5,35.5,35.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216111000,,1,ON
43,44,605,12/16/2014 11:20:00 AM,0013a20040b315ec,1,501,13.9,13.9,13.9,1.2,1.2,1.2,36.2,36.2,36.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216112000,,1,ON
44,45,612,12/16/2014 11:30:00 AM,0013a20040b315ec,1,501,13.9,13.9,13.9,1.2,1.2,1.2,36.2,36.2,36.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216113000,,1,ON
45,46,620,12/16/2014 11:40:00 AM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216114000,,1,
46,47,627,12/16/2014 11:50:00 AM,0013a20040b315ec,1,501,13.2,13.2,13.2,1.2,1.2,1.2,37.1,37.1,37.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216115000,,1,ON
47,48,634,12/16/2014 12:00:00 PM,0013a20040b315ec,1,501,13.5,13.5,13.5,1.2,1.2,1.2,36.8,36.8,36.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216120000,,1,ON
48,49,639,12/16/2014 12:10:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216121000,,1,
49,50,645,12/16/2014 12:20:00 PM,0013a20040b315ec,1,501,13.2,13.2,13.2,1.2,1.2,1.2,36.6,36.6,36.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216122000,,1,ON
50,51,653,12/16/2014 12:30:00 PM,0013a20040b315ec,1,501,13.2,13.2,13.2,1.2,1.2,1.2,37.3,37.3,37.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216123000,,1,ON
51,52,661,12/16/2014 12:40:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216124000,,1,
52,53,669,12/16/2014 12:50:00 PM,0013a20040b315ec,1,501,12.3,12.3,12.3,1.1,1.1,1.1,61.5,61.5,61.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216125000,,1,ON
53,54,675,12/16/2014 01:00:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,1.1,1.1,1.1,54.0,54.0,54.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216130000,,1,ON
54,55,682,12/16/2014 01:10:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,1.1,1.1,1.1,50.3,50.3,50.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216131000,,1,ON
55,56,690,12/16/2014 01:25:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,1.1,1.1,1.1,42.0,42.0,42.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216132500,,1,ON
56,57,697,12/16/2014 01:35:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216133500,,1,
57,58,704,12/16/2014 01:45:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,1.1,1.1,1.1,41.8,41.8,41.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216134500,,1,ON
58,59,711,12/16/2014 01:55:00 PM,0013a20040b315ec,1,501,12.3,12.3,12.3,1.2,1.2,1.2,42.8,42.8,42.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216135500,,1,ON
59,60,717,12/16/2014 02:05:00 PM,0013a20040b315ec,1,501,11.9,11.9,11.9,1.2,1.2,1.2,44.4,44.4,44.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216140500,,1,ON
60,61,724,12/16/2014 02:15:00 PM,0013a20040b315ec,1,501,11.9,11.9,11.9,1.2,1.2,1.2,44.4,44.4,44.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216141500,,1,ON
61,62,732,12/16/2014 02:25:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216142500,,1,
62,63,740,12/16/2014 02:35:00 PM,0013a20040b315ec,1,501,12.3,12.3,12.3,1.2,1.2,1.2,43.1,43.1,43.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216143500,,1,ON
63,64,747,12/16/2014 02:45:00 PM,0013a20040b315ec,1,501,11.9,11.9,11.9,1.2,1.2,1.2,44.2,44.2,44.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216144500,,1,ON
64,65,755,12/16/2014 02:55:00 PM,0013a20040b315ec,1,501,11.9,11.9,11.9,1.2,1.2,1.2,44.2,44.2,44.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216145500,,1,ON
65,66,762,12/16/2014 03:05:00 PM,0013a20040b315ec,1,501,11.6,11.6,11.6,1.2,1.2,1.2,44.4,44.4,44.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216150500,,1,ON
66,67,770,12/16/2014 03:15:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216151500,,1,
67,68,776,12/16/2014 03:25:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,1.2,1.2,1.2,45.6,45.6,45.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216152500,,1,ON
68,69,782,12/16/2014 03:35:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,1.2,1.2,1.2,45.9,45.9,45.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216153500,,1,ON
69,70,789,12/16/2014 03:45:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,1.2,1.2,1.2,46.1,46.1,46.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216154500,,1,ON
70,71,796,12/16/2014 03:55:00 PM,0013a20040b315ec,1,501,11.0,11.0,11.0,1.2,1.2,1.2,46.7,46.7,46.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216155500,,1,ON
71,72,804,12/16/2014 04:05:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216160500,,1,
72,73,811,12/16/2014 04:15:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,1.2,1.2,1.2,46.9,46.9,46.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216161500,,1,ON
73,74,818,12/16/2014 04:30:00 PM,0013a20040b315ec,1,501,11.0,11.0,11.0,1.2,1.2,1.2,45.9,45.9,45.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216163000,,1,ON
74,75,825,12/16/2014 04:40:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,1.2,1.2,1.2,46.6,46.6,46.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216164000,,1,ON
75,76,833,12/16/2014 04:50:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216165000,,1,
76,77,841,12/16/2014 05:00:00 PM,0013a20040b315ec,1,501,11.0,11.0,11.0,1.2,1.2,1.2,47.3,47.3,47.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216170000,,1,ON
77,78,848,12/16/2014 05:10:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,1.2,1.2,1.2,48.3,48.3,48.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216171000,,1,ON
78,79,854,12/16/2014 05:20:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216172000,,1,
79,80,861,12/16/2014 05:30:00 PM,0013a20040b315ec,1,501,11.0,11.0,11.0,1.2,1.2,1.2,47.3,47.3,47.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216173000,,1,ON
80,81,867,12/16/2014 05:40:00 PM,0013a20040b315ec,1,501,10.3,10.3,10.3,1.2,1.2,1.2,48.8,48.8,48.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216174000,,1,ON
81,82,873,12/16/2014 05:50:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216175000,,1,
82,83,880,12/16/2014 06:00:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,1.2,1.2,1.2,47.5,47.5,47.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216180000,,1,ON
83,84,887,12/16/2014 06:10:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,1.4,1.4,1.4,47.3,47.3,47.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216181000,,1,ON
84,85,894,12/16/2014 06:20:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,2.6,2.6,2.6,47.2,47.2,47.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216182000,,1,ON
85,86,900,12/16/2014 06:30:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,10.9,10.9,10.9,47.3,47.3,47.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216183000,,1,ON
86,87,906,12/16/2014 06:40:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216184000,,1,
87,88,914,12/16/2014 06:50:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,54.3,54.3,54.3,47.7,47.7,47.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216185000,,1,ON
88,89,921,12/16/2014 07:00:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,67.9,67.9,67.9,47.7,47.7,47.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216190000,,1,ON
89,90,928,12/16/2014 07:10:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,75.4,75.4,75.4,47.3,47.3,47.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216191000,,1,ON
90,91,935,12/16/2014 07:20:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216192000,,1,
91,92,939,12/16/2014 07:30:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,82.1,82.1,82.1,47.7,47.7,47.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216193000,,1,ON
92,93,945,12/16/2014 07:45:00 PM,0013a20040b315ec,1,501,10.6,10.6,10.6,83.7,83.7,83.7,48.1,48.1,48.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216194500,,1,ON
93,94,952,12/16/2014 07:55:00 PM,0013a20040b315ec,1,501,11.0,11.0,11.0,85.0,85.0,85.0,46.7,46.7,46.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216195500,,1,ON
94,95,958,12/16/2014 08:05:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,86.1,86.1,86.1,46.2,46.2,46.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216200500,,1,ON
95,96,965,12/16/2014 08:15:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216201500,,1,
96,97,971,12/16/2014 08:25:00 PM,0013a20040b315ec,1,501,11.3,11.3,11.3,87.1,87.1,87.1,45.8,45.8,45.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216202500,,1,ON
97,98,979,12/16/2014 08:35:00 PM,0013a20040b315ec,1,501,11.6,11.6,11.6,87.8,87.8,87.8,44.7,44.7,44.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216203500,,1,ON
98,99,986,12/16/2014 08:45:00 PM,0013a20040b315ec,1,501,11.9,11.9,11.9,88.2,88.2,88.2,44.8,44.8,44.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216204500,,1,ON
99,100,993,12/16/2014 08:55:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216205500,,1,
100,101,1000,12/16/2014 09:05:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,89.2,89.2,89.2,42.1,42.1,42.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216210500,,1,ON
101,102,1006,12/16/2014 09:15:00 PM,0013a20040b315ec,1,501,12.9,12.9,12.9,89.9,89.9,89.9,41.4,41.4,41.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216211500,,1,ON
102,103,1014,12/16/2014 09:25:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216212500,,1,
103,104,1021,12/16/2014 09:35:00 PM,0013a20040b315ec,1,501,13.5,13.5,13.5,91.5,91.5,91.5,38.8,38.8,38.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216213500,,1,ON
104,105,1026,12/16/2014 09:45:00 PM,0013a20040b315ec,1,501,14.5,14.5,14.5,92.5,92.5,92.5,38.5,38.5,38.5,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216214500,,1,ON
105,106,1033,12/16/2014 09:55:00 PM,0013a20040b315ec,1,501,14.5,14.5,14.5,93.3,93.3,93.3,37.3,37.3,37.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216215500,,1,ON
106,107,1040,12/16/2014 10:05:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216220500,,1,
107,108,1047,12/16/2014 10:15:00 PM,0013a20040b315ec,1,501,18.7,18.7,18.7,94.4,94.4,94.4,33.0,33.0,33.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216221500,,1,ON
108,109,1053,12/16/2014 10:25:00 PM,0013a20040b315ec,1,501,17.4,17.4,17.4,94.8,94.8,94.8,34.4,34.4,34.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216222500,,1,ON
109,110,1060,12/16/2014 10:35:00 PM,0013a20040b315ec,1,501,18.7,18.7,18.7,95.0,95.0,95.0,31.6,31.6,31.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216223500,,1,ON
110,111,1066,12/16/2014 10:45:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216224500,,1,
111,112,1073,12/16/2014 11:00:00 PM,0013a20040b315ec,1,501,19.4,19.4,19.4,96.2,96.2,96.2,31.6,31.6,31.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216230000,,1,ON
112,113,1080,12/16/2014 11:10:00 PM,0013a20040b315ec,1,501,20.3,20.3,20.3,96.5,96.5,96.5,31.3,31.3,31.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216231000,,1,ON
113,114,1085,12/16/2014 11:20:00 PM,0013a20040b315ec,1,501,21.3,21.3,21.3,96.8,96.8,96.8,30.8,30.8,30.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216232000,,1,ON
114,115,1092,12/16/2014 11:30:00 PM,0013a20040b315ec,1,501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141216233000,,1,
