,Unnamed: 0,timestamp,mac,boardtype,boardid,temp_max,temp_min,temp_avg,light_max,light_min,light_avg,humidity_min,humidity_max,humidity_avg,model,latitude,longitude,elevation,location,rowid,Position,cluster_label
1,3,12/15/2014 01:45:00 AM,0013a20040b5b318,1,502,21.3,21.3,21.3,97.4,97.4,97.4,45.3,45.3,45.3,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141215014500,,1
2,8,12/15/2014 01:55:00 AM,0013a20040b5b318,1,502,21.6,21.6,21.6,97.4,97.4,97.4,45.3,45.3,45.3,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141215015500,,1
3,289,12/16/2014 03:10:00 AM,0013a20040b5b318,1,502,32.6,32.6,32.6,97.8,97.8,97.8,12.8,12.8,12.8,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216031000,,1
4,305,12/16/2014 03:40:00 AM,0013a20040b5b318,1,502,30.0,30.0,30.0,94.5,94.5,94.5,11.1,11.1,11.1,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216034000,,1
5,323,12/16/2014 04:35:00 AM,0013a20040b5b318,1,502,30.0,30.0,30.0,95.1,95.1,95.1,11.2,11.2,11.2,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216043500,,1
6,331,12/16/2014 04:45:00 AM,0013a20040b5b318,1,502,29.4,29.4,29.4,94.0,94.0,94.0,10.9,10.9,10.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216044500,,1
7,338,12/16/2014 04:55:00 AM,0013a20040b5b318,1,502,29.4,29.4,29.4,93.1,93.1,93.1,11.4,11.4,11.4,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216045500,,1
8,344,12/16/2014 05:05:00 AM,0013a20040b5b318,1,502,28.7,28.7,28.7,96.6,96.6,96.6,11.2,11.2,11.2,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216050500,,1
9,351,12/16/2014 05:15:00 AM,0013a20040b5b318,1,502,28.4,28.4,28.4,93.3,93.3,93.3,10.9,10.9,10.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216051500,,1
10,358,12/16/2014 05:25:00 AM,0013a20040b5b318,1,502,27.7,27.7,27.7,91.7,91.7,91.7,12.0,12.0,12.0,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216052500,,1
11,366,12/16/2014 05:35:00 AM,0013a20040b5b318,1,502,27.4,27.4,27.4,89.1,89.1,89.1,11.4,11.4,11.4,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216053500,,1
12,381,12/16/2014 05:55:00 AM,0013a20040b5b318,1,502,21.9,21.9,21.9,96.6,96.6,96.6,38.5,38.5,38.5,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216055500,,1
13,388,12/16/2014 06:05:00 AM,0013a20040b5b318,1,502,21.6,21.6,21.6,93.9,93.9,93.9,38.0,38.0,38.0,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216060500,,1
14,395,12/16/2014 06:15:00 AM,0013a20040b5b318,1,502,20.3,20.3,20.3,93.5,93.5,93.5,41.8,41.8,41.8,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216061500,,1
15,402,12/16/2014 06:25:00 AM,0013a20040b5b318,1,502,19.7,19.7,19.7,93.9,93.9,93.9,42.9,42.9,42.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216062500,,1
16,409,12/16/2014 06:35:00 AM,0013a20040b5b318,1,502,20.0,20.0,20.0,93.7,93.7,93.7,42.9,42.9,42.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141216063500,,1
